CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
218,Male,66,81.0,60.0
219,Female,52,149.0,7.0
220,Male,65,56.0,5.0
221,Male,53,29.0,45.0
222,Male,35,125.0,58.0
223,Female,66,47.0,31.0
224,Female,56,52.0,23.0
225,Female,49,111.0,42.0
226,Female,41,47.0,10.0
227,Male,40,100.0,32.0
228,Female,49,80.0,53.0
229,Male,54,24.0,30.0
230,Male,29,19.0,39.0
231,Female,66,137.0,31.0
232,Female,30,88.0,82.0
233,Female,40,111.0,100.0
234,Female,42,132.0,2.0
235,Female,52,52.0,78.0
236,Female,58,61.0,77.0
237,Female,47,123.0,93.0
238,Female,34,29.0,12.0
239,Male,66,19.0,39.0
240,Female,37,61.0,66.0
241,Female,65,82.0,96.0
242,Male,42,90.0,13.0
243,Female,39,144.0,46.0
244,Male,30,109.0,27.0
245,Male,36,129.0,17.0
246,Female,66,50.0,95.0
247,Male,53,40.0,98.0
248,Male,29,57.0,60.0
249,Male,58,41.0,64.0
250,Male,36,83.0,88.0
251,Female,29,25.0,35.0
252,Male,26,88.0,70.0
253,Female,24,118.0,83.0
254,Male,45,52.0,30.0
255,Male,31,148.0,71.0
256,Male,48,37.0,74.0
257,Male,69,61.0,96.0
258,Female,36,104.0,98.0
259,Female,64,60.0,63.0
260,Male,33,121.0,28.0
261,Male,22,118.0,60.0
262,Female,52,125.0,79.0
263,Male,29,118.0,94.0
264,Male,42,74.0,37.0
265,Male,69,114.0,93.0
266,Female,38,82.0,22.0
267,Female,53,147.0,68.0
268,Female,40,134.0,20.0
269,Male,33,51.0,96.0
270,Male,56,86.0,100.0
271,Female,62,141.0,68.0
272,Female,59,120.0,91.0
273,Female,56,106.0,64.0
274,Female,31,45.0,17.0
275,Male,48,136.0,12.0
276,Female,22,65.0,22.0
277,Male,52,43.0,17.0
278,Female,40,54.0,10.0
279,Male,46,55.0,65.0
280,Female,60,25.0,22.0
281,Female,28,15.0,90.0
282,Female,35,60.0,82.0
283,Female,64,115.0,50.0
284,Male,29,104.0,14.0
285,Female,26,124.0,64.0
286,Male,27,71.0,47.0
287,Male,61,15.0,29.0
288,Male,34,77.0,76.0
289,Male,55,69.0,36.0
290,Female,24,129.0,99.0
291,Male,63,67.0,52.0
292,Male,30,71.0,76.0
293,Male,57,131.0,7.0
294,Female,59,49.0,29.0
295,Female,26,77.0,11.0
296,Female,67,39.0,33.0
297,Female,44,104.0,6.0
298,Male,19,89.0,79.0
299,Male,22,52.0,32.0
300,Female,46,144.0,51.0
301,Male,54,149.0,75.0
302,Male,55,105.0,58.0
303,Male,36,31.0,87.0
304,Female,25,142.0,26.0
305,Female,65,122.0,98.0
306,Male,62,39.0,46.0
307,Female,18,102.0,98.0
308,Female,39,43.0,29.0
309,Female,69,77.0,4.0
310,Female,34,128.0,81.0
311,Female,24,63.0,99.0
312,Male,42,95.0,13.0
313,Female,62,98.0,39.0
314,Male,21,119.0,15.0
315,Male,53,132.0,29.0
316,Female,23,100.0,29.0
317,Male,48,77.0,75.0
318,Male,36,118.0,32.0
319,Male,61,63.0,2.0
320,Female,56,85.0,47.0
321,Female,44,15.0,78.0
322,Male,27,137.0,84.0
323,Female,43,76.0,22.0
324,Female,36,46.0,75.0
325,Female,56,43.0,27.0
326,Female,20,63.0,67.0
327,Male,62,44.0,81.0
328,Male,30,33.0,56.0
329,Female,67,32.0,92.0
330,Female,45,15.0,93.0
331,Male,37,92.0,21.0
332,Male,45,129.0,47.0
333,Female,25,127.0,80.0
334,Male,58,128.0,59.0
335,Female,56,77.0,84.0
336,Female,18,146.0,6.0
337,Male,20,143.0,19.0
338,Male,30,22.0,57.0
339,Female,45,69.0,69.0
340,Female,66,117.0,3.0
341,Male,42,145.0,1.0
342,Female,50,46.0,58.0
343,Male,55,24.0,38.0
344,Female,23,124.0,15.0
345,Male,61,138.0,34.0
346,Male,62,101.0,61.0
347,Male,49,69.0,35.0
348,Female,62,46.0,64.0
349,Female,64,149.0,25.0
350,Male,38,107.0,24.0
351,Female,33,22.0,12.0
352,Male,38,79.0,18.0
353,Male,28,71.0,15.0
354,Female,54,81.0,80.0
355,Female,53,86.0,27.0
356,Male,52,68.0,72.0
357,Female,36,81.0,60.0
358,Female,37,65.0,46.0
359,Male,35,111.0,89.0
360,Male,64,106.0,17.0
361,Female,58,22.0,93.0
362,Male,66,49.0,53.0
363,Male,31,110.0,8.0
364,Female,32,102.0,79.0
365,Male,48,92.0,27.0
366,Male,18,46.0,46.0
367,Female,20,134.0,50.0
368,Female,33,60.0,71.0
369,Male,40,69.0,3.0
370,Male,28,21.0,93.0
371,Female,29,88.0,64.0
372,Female,27,21.0,44.0
373,Female,49,99.0,53.0
374,Female,33,126.0,24.0
375,Male,25,139.0,60.0
376,Female,55,50.0,3.0
377,Female,29,43.0,20.0
378,Male,41,96.0,46.0
379,Female,45,16.0,15.0
380,Male,25,143.0,25.0
381,Female,45,61.0,94.0
382,Female,53,25.0,78.0
383,Female,43,144.0,71.0
384,Male,25,133.0,17.0
385,Male,67,34.0,84.0
386,Female,45,19.0,100.0
387,Male,45,51.0,9.0
388,Male,54,67.0,38.0
389,Male,58,113.0,48.0
390,Male,53,100.0,60.0
391,Male,44,122.0,63.0
392,Male,34,38.0,86.0
393,Female,26,95.0,2.0
394,Female,50,134.0,88.0
395,Male,37,73.0,72.0
396,Female,30,142.0,11.0
397,Female,45,128.0,64.0
398,Female,65,129.0,77.0
399,Female,46,28.0,81.0
400,Male,30,23.0,72.0
401,Female,63,54.0,21.0
402,Female,52,39.0,18.0
403,Male,23,117.0,94.0
404,Male,35,36.0,64.0
405,Female,68,18.0,82.0
406,Female,22,43.0,95.0
407,Female,64,123.0,38.0
408,Female,42,112.0,32.0
409,Female,19,51.0,11.0
410,Female,27,89.0,45.0
411,Male,47,84.0,89.0
412,Female,67,142.0,33.0
413,Female,62,99.0,41.0
414,Male,22,56.0,8.0
415,Male,50,114.0,11.0
416,Male,18,55.0,86.0
417,Male,35,48.0,51.0
418,Female,49,31.0,88.0
419,Female,64,136.0,41.0
420,Female,66,90.0,17.0
421,Female,28,101.0,76.0
422,Female,38,131.0,46.0
423,Female,43,120.0,32.0
424,Male,42,100.0,79.0
425,Female,39,41.0,80.0
426,Male,44,71.0,54.0
427,Male,66,45.0,86.0
428,Female,30,148.0,92.0
429,Male,50,112.0,20.0
430,Female,51,26.0,33.0
431,Male,58,67.0,74.0
432,Female,52,136.0,40.0
433,Male,18,60.0,32.0
434,Female,38,78.0,97.0
435,Female,65,144.0,2.0
436,Female,23,68.0,97.0
437,Female,45,121.0,33.0
438,Female,34,65.0,77.0
439,Male,22,50.0,30.0
440,Male,48,129.0,33.0
441,Male,22,40.0,77.0
442,Female,55,43.0,26.0
443,Male,20,25.0,22.0
444,Female,40,54.0,66.0
445,Female,54,25.0,38.0
446,Male,54,127.0,90.0
447,Male,27,53.0,46.0
448,Female,27,68.0,15.0
449,Male,36,112.0,98.0
450,Female,34,69.0,44.0
451,Female,38,125.0,49.0
452,Female,31,83.0,75.0
453,Female,26,70.0,61.0
454,Female,63,47.0,67.0
455,Male,18,50.0,6.0
456,Male,68,95.0,9.0
457,Female,62,123.0,6.0
458,Female,30,87.0,73.0
459,Male,21,54.0,95.0
460,Male,18,31.0,32.0
461,Female,66,143.0,41.0
462,Male,57,75.0,76.0
463,Female,49,118.0,8.0
464,Male,51,56.0,72.0
465,Female,45,39.0,50.0
466,Male,48,53.0,92.0
467,Female,25,49.0,62.0
468,Male,56,145.0,84.0
469,Male,43,122.0,62.0
470,Female,51,116.0,7.0
471,Male,20,112.0,75.0
472,Female,67,26.0,84.0
473,Male,29,33.0,80.0
474,Female,18,115.0,4.0
475,Male,61,58.0,6.0
476,Female,22,63.0,58.0
477,Male,47,31.0,22.0
478,Female,47,88.0,26.0
479,Male,34,71.0,3.0
480,Female,65,69.0,41.0
481,Female,64,61.0,60.0
482,Female,40,26.0,14.0
483,Male,32,76.0,75.0
484,Female,54,94.0,82.0
485,Male,38,97.0,12.0
486,Female,31,22.0,87.0
487,Male,19,95.0,12.0
488,Female,28,132.0,13.0
489,Male,68,39.0,25.0
490,Male,56,103.0,45.0
491,Female,55,26.0,19.0
492,Male,51,73.0,55.0
493,Male,55,123.0,100.0
494,Female,67,40.0,45.0
495,Male,51,61.0,8.0
496,Male,35,46.0,93.0
497,Male,47,24.0,53.0
498,Female,32,30.0,55.0
499,Male,44,40.0,32.0
500,Female,68,100.0,51.0
