CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
497,Female,56,108,44
498,Male,42,21,20
499,Male,33,65,61
500,Male,35,55,44
501,Male,18,40,53
502,Female,39,119,26
503,Male,39,84,80
504,Male,36,48,47
505,Female,25,42,84
506,Male,29,36,5
507,Male,41,51,42
508,Male,49,61,56
509,Female,52,41,43
510,Female,18,48,100
511,Male,18,39,58
512,Female,61,108,35
513,Male,30,69,68
514,Female,24,57,56
515,Female,53,29,9
516,Female,53,28,13
517,Male,41,82,77
518,Male,24,73,47
519,Male,33,72,48
520,Male,39,30,26
521,Female,32,108,34
522,Male,30,112,80
523,Male,36,71,28
524,Male,39,43,43
525,Female,18,47,56
526,Male,41,117,24
527,Female,54,105,34
528,Male,33,110,77
529,Female,57,33,35
530,Female,36,61,37
531,Male,24,57,59
532,Male,33,76,52
533,Male,38,66,35
534,Male,48,99,44
535,Male,18,46,91
536,Female,18,37,43
537,Female,33,64,58
538,Female,41,96,90
539,Male,50,125,35
540,Female,38,21,25
541,Female,36,52,76
542,Male,25,27,83
543,Male,28,129,71
544,Female,27,25,51
545,Female,19,46,80
546,Female,35,113,94
547,Male,65,39,16
548,Male,25,48,73
549,Male,38,91,51
550,Male,22,43,72
551,Female,52,115,29
552,Female,23,86,34
553,Male,63,115,31
554,Male,52,105,32
555,Male,26,61,50
556,Male,58,105,20
557,Female,22,17,14
558,Female,39,34,7
559,Male,18,54,75
560,Male,19,40,75
561,Male,18,42,63
562,Female,29,113,92
563,Female,60,31,26
564,Male,46,38,25
565,Female,40,141,73
566,Female,52,123,42
567,Female,35,136,83
568,Female,33,93,18
569,Male,35,56,35
570,Male,53,115,74
571,Male,44,104,22
572,Female,30,27,56
573,Female,37,98,82
574,Male,25,35,66
575,Male,32,59,49
576,Male,32,43,57
577,Female,48,38,14
578,Male,37,72,58
579,Male,55,98,43
580,Female,31,118,85
581,Male,39,122,34
582,Male,34,57,56
583,Male,43,89,27
584,Male,31,87,89
585,Female,31,47,68
586,Male,28,94,72
587,Female,44,40,17
588,Male,53,34,6
589,Male,35,29,13
590,Female,30,26,16
591,Female,54,40,13
592,Female,28,50,46
593,Male,60,35,32
594,Female,27,128,69
595,Male,28,42,54
596,Female,53,95,39
597,Female,19,56,64
598,Male,26,41,22
599,Female,35,46,33
600,Female,43,30,32
601,Male,44,23,40
602,Female,39,103,85
603,Female,43,31,23
604,Male,60,44,12
605,Male,47,30,5
606,Female,50,119,41
607,Male,40,112,93
608,Male,50,97,75
609,Female,38,115,49
610,Female,25,47,97
611,Female,50,27,24
612,Male,20,31,94
613,Male,23,38,75
614,Male,37,26,14
615,Female,29,67,72
616,Male,26,69,34
617,Male,37,45,20
618,Male,29,88,67
619,Male,25,56,55
620,Male,25,34,78
621,Male,41,34,25
622,Male,38,113,89
623,Male,19,120,58
624,Female,49,96,44
625,Female,22,47,86
626,Female,34,114,86
627,Female,64,108,34
628,Female,28,23,65
629,Female,47,27,14
630,Female,46,85,81
631,Female,21,33,86
632,Female,31,61,28
633,Female,64,132,10
634,Male,55,120,13
635,Male,44,21,19
636,Female,39,112,22
637,Female,39,112,23
638,Female,37,73,71
639,Male,43,97,74
640,Female,23,100,68
641,Male,48,32,21
642,Male,40,73,81
643,Female,22,68,88
644,Male,34,123,80
645,Male,18,30,28
646,Female,37,59,63
647,Female,46,101,38
648,Female,18,52,65
649,Male,29,49,54
650,Male,42,117,20
651,Male,46,41,26
652,Male,52,102,31
653,Male,39,108,29
654,Male,20,39,86
655,Male,50,96,38
656,Male,62,44,1
657,Female,43,105,88
658,Female,28,79,89
659,Male,22,43,82
660,Male,41,110,15
661,Female,44,107,77
662,Male,34,51,49
663,Male,34,45,56
664,Male,45,101,70
665,Male,49,22,7
666,Male,43,29,20
667,Male,47,104,92
668,Female,48,39,22
669,Male,57,39,29
670,Female,45,138,77
671,Male,47,46,25
672,Male,39,48,49
673,Female,41,33,7
674,Male,59,117,31
675,Female,55,113,25
676,Male,38,81,46
677,Male,28,22,16
678,Male,46,81,71
679,Male,29,68,62
680,Male,34,51,53
681,Female,25,38,50
682,Female,25,92,69
683,Female,47,35,17
684,Male,26,47,71
685,Male,37,56,32
686,Male,55,97,24
687,Male,69,116,17
688,Female,27,109,76
689,Male,24,36,77
690,Female,44,36,14
691,Female,43,65,96
692,Female,56,123,27
693,Female,59,119,38
694,Male,40,95,70
695,Male,38,36,19
696,Male,22,45,73
697,Male,30,96,72
698,Female,57,95,49
699,Female,62,31,17
700,Male,45,114,25
701,Male,50,113,39
702,Male,38,35,13
703,Male,45,113,76
704,Male,39,20,13
705,Male,55,40,13
706,Female,24,56,53
707,Male,41,110,72
708,Male,31,71,28
709,Male,19,107,97
710,Male,18,33,70
711,Female,29,37,58
712,Male,53,95,36
713,Female,60,92,23
714,Female,51,99,26
715,Female,35,124,80
716,Female,42,45,66
717,Female,29,66,38
718,Female,31,68,53
719,Male,63,31,20
720,Male,23,33,65
721,Male,42,53,21
722,Female,23,17,23
723,Female,55,34,27
724,Female,29,37,96
725,Female,69,116,39
726,Female,39,48,37
727,Female,38,28,31
728,Male,18,35,73
729,Male,33,95,80
730,Male,50,38,30
731,Female,42,34,21
732,Male,18,64,38
733,Male,23,26,76
734,Male,53,109,28
735,Female,49,91,80
736,Female,38,59,74
737,Male,34,106,86
738,Male,36,64,18
739,Male,62,117,39
740,Male,28,109,82
741,Male,48,130,15
742,Male,49,105,79
743,Male,30,44,95
744,Male,47,112,31
745,Male,24,92,93
746,Male,24,55,48
747,Female,43,86,71
748,Male,57,104,35
749,Female,27,52,24
750,Female,29,36,71
751,Female,43,30,10
752,Male,43,63,30
753,Male,22,39,60
754,Female,38,88,90
755,Female,40,15,15
756,Male,33,49,71
757,Female,25,27,72
758,Female,56,106,25
759,Female,25,59,45
760,Female,28,32,69
761,Female,32,29,15
762,Male,38,124,84
763,Female,35,116,81
764,Female,22,56,100
765,Male,51,24,30
766,Female,70,113,31
767,Female,27,38,63
768,Female,31,75,62
769,Female,32,109,92
770,Female,32,63,73
771,Male,40,28,11
772,Female,22,57,71
773,Male,67,27,21
774,Male,33,110,72
775,Female,26,45,83
776,Female,65,30,30
777,Male,39,88,78
778,Female,24,43,78
779,Female,18,26,88
780,Male,29,45,82
781,Male,31,37,85
782,Female,70,134,13
783,Female,40,110,76
784,Female,27,99,72
785,Female,54,15,3
786,Male,27,59,30
787,Male,36,115,27
788,Male,51,109,19
789,Female,51,96,31
790,Female,29,74,44
791,Female,53,31,20
792,Female,53,108,37
793,Female,44,121,15
794,Male,18,40,60
795,Male,46,41,27
796,Female,22,59,62
797,Female,27,49,76
798,Male,56,122,41
799,Male,18,55,73
800,Male,25,65,44
801,Female,25,33,73
802,Male,43,28,30
803,Male,43,115,25
804,Male,24,35,91
805,Female,52,123,5
806,Male,27,37,69
807,Female,39,47,42
808,Female,35,61,33
809,Male,43,127,27
810,Female,50,15,1
811,Female,18,65,44
812,Female,35,96,68
813,Male,46,27,27
814,Male,31,63,58
815,Female,39,50,69
816,Female,56,112,23
817,Female,53,132,29
818,Female,46,136,99
819,Male,51,44,16
820,Female,34,95,87
821,Female,30,44,28
822,Female,50,23,35
823,Male,55,90,62
824,Male,29,106,78
825,Male,48,105,34
826,Male,36,58,58
827,Female,50,74,92
828,Female,34,117,87
829,Female,18,41,55
830,Female,38,93,16
831,Male,33,110,82
832,Male,51,90,22
833,Male,50,17,20
834,Female,49,26,27
835,Female,65,96,21
836,Female,50,94,23
837,Male,35,60,46
838,Male,41,83,77
839,Male,50,101,30
840,Male,25,43,72
841,Female,52,27,20
842,Male,19,29,86
843,Female,42,30,33
844,Male,40,81,47
845,Male,43,19,34
846,Female,48,108,40
847,Female,43,25,32
848,Female,37,46,77
849,Female,39,112,52
850,Male,33,114,34
851,Female,41,28,16
852,Female,25,36,79
853,Male,31,105,62
854,Male,28,67,64
855,Male,38,139,75
856,Male,51,44,11
857,Male,41,29,30
858,Male,53,117,29
859,Female,56,122,30
860,Female,48,37,33
861,Male,18,50,66
862,Female,42,80,31
863,Male,42,127,32
864,Male,37,144,36
865,Male,46,119,29
866,Male,52,113,31
867,Male,42,18,20
868,Male,47,21,18
869,Male,26,57,34
870,Female,33,50,45
871,Female,33,90,89
872,Male,33,82,100
873,Female,29,46,90
874,Male,47,103,5
875,Male,40,27,32
876,Male,48,21,13
877,Female,24,39,71
878,Female,24,35,90
879,Female,53,33,29
880,Female,33,111,72
881,Male,22,120,69
882,Male,29,56,81
883,Male,64,35,26
884,Male,40,33,24
885,Male,22,60,76
886,Male,33,26,11
887,Male,21,46,69
888,Female,43,98,72
889,Male,57,23,9
890,Male,37,101,72
891,Male,32,74,66
892,Male,34,51,65
893,Female,37,67,71
894,Male,30,108,73
895,Male,28,46,89
896,Male,41,78,70
897,Female,30,99,87
898,Female,18,69,34
899,Male,54,29,15
900,Female,54,24,26
901,Male,31,114,70
902,Female,48,26,15
903,Female,54,41,25
904,Male,45,112,24
905,Male,48,105,40
906,Female,27,42,37
907,Male,18,70,64
908,Female,44,92,79
909,Male,43,95,72
910,Male,32,98,98
911,Male,67,101,20
912,Female,30,109,77
913,Male,26,40,80
914,Female,52,93,29
915,Female,51,97,56
916,Male,56,110,28
917,Male,32,88,73
918,Female,26,110,38
919,Male,25,37,76
920,Male,55,39,30
921,Female,28,54,49
922,Male,49,90,29
923,Female,36,52,49
924,Male,26,43,85
925,Male,63,113,36
926,Female,48,15,10
927,Male,55,101,85
928,Female,40,100,50
929,Male,18,37,75
930,Female,44,111,52
931,Male,27,32,7
932,Female,36,59,39
933,Male,38,64,47
934,Female,45,104,29
935,Male,29,39,10
936,Female,30,99,91
937,Female,26,21,26
938,Female,21,46,60
939,Male,65,20,1
940,Female,45,118,46
941,Male,35,96,77
942,Male,53,102,24
943,Female,30,37,59
944,Female,42,43,45
945,Female,33,83,81
946,Female,41,24,13
947,Female,22,35,8
948,Male,27,82,39
949,Female,25,60,39
950,Male,51,121,24
951,Female,29,53,70
952,Female,26,58,74
953,Male,45,36,13
954,Female,30,71,53
955,Male,58,100,33
956,Female,33,113,82
957,Male,52,105,41
958,Male,35,32,23
959,Female,60,28,21
960,Male,33,48,77
961,Male,60,41,21
962,Male,22,46,53
963,Female,46,111,78
964,Male,22,87,71
965,Male,37,79,81
966,Female,39,104,100
967,Female,20,59,75
968,Female,32,98,83
969,Female,52,104,27
970,Male,45,104,33
971,Male,25,49,68
972,Female,27,56,61
973,Female,18,45,79
974,Female,26,93,74
975,Male,45,27,25
976,Female,54,106,84
977,Female,55,112,41
978,Male,48,34,20
979,Male,43,135,28
980,Female,44,122,21
981,Female,34,108,84
982,Male,35,28,75
983,Male,43,44,11
984,Female,47,42,28
985,Male,30,41,64
986,Female,58,105,28
987,Male,26,38,73
988,Female,53,119,26
989,Female,45,117,76
990,Male,21,67,42
991,Male,27,39,67
992,Male,35,31,86
993,Female,40,65,96
994,Female,52,92,24
995,Female,46,119,82
996,Female,36,27,19
997,Male,30,62,44
998,Male,41,28,7
999,Male,28,46,46
1000,Male,65,125,29
1001,Female,46,24,14
1002,Male,51,103,30
1003,Female,18,69,70
1004,Female,23,53,68
1005,Male,38,49,32
1006,Female,39,19,73
1007,Male,30,43,75
1008,Female,30,70,24
1009,Male,31,123,79
1010,Male,69,113,32
1011,Female,45,80,86
1012,Male,44,83,71
1013,Female,32,62,45
1014,Female,46,29,18
1015,Female,28,33,89
1016,Female,41,68,62
1017,Female,53,44,15
1018,Male,54,113,15
1019,Female,34,42,68
1020,Male,46,36,27
1021,Male,23,41,77
1022,Female,32,84,89
1023,Female,27,58,55
1024,Male,31,66,62
1025,Male,34,55,81
1026,Female,29,101,35
1027,Male,37,75,46
1028,Female,26,84,29
1029,Female,41,92,65
1030,Male,26,76,64
1031,Male,59,31,21
1032,Male,34,108,26
1033,Male,42,110,66
1034,Male,51,26,15
1035,Male,50,20,8
1036,Male,24,47,79
1037,Female,34,92,85
1038,Female,22,47,86
1039,Male,54,25,10
1040,Female,32,105,97
1041,Male,38,130,39
1042,Female,32,49,82
1043,Female,37,90,70
1044,Female,32,33,92
1045,Male,29,71,62
1046,Female,28,61,99
1047,Male,29,87,90
1048,Female,41,32,27
1049,Male,34,52,71
1050,Male,55,20,12
1051,Female,32,63,23
1052,Male,60,93,42
1053,Male,26,74,52
1054,Male,27,50,88
1055,Female,30,66,48
1056,Female,44,83,88
1057,Male,35,30,81
1058,Male,44,119,44
1059,Male,39,122,26
1060,Female,32,39,80
1061,Male,21,71,41
1062,Female,30,54,87
1063,Male,23,47,84
1064,Female,54,121,28
1065,Female,49,107,18
1066,Female,18,52,82
1067,Female,35,91,79
1068,Male,39,26,1
1069,Male,34,99,92
1070,Female,37,74,73
1071,Male,35,126,80
1072,Male,48,83,65
1073,Male,44,38,30
1074,Female,18,19,17
1075,Male,32,39,72
1076,Female,62,124,32
1077,Female,28,72,87
1078,Female,24,42,89
1079,Male,35,98,78
1080,Male,35,75,55
1081,Female,28,24,87
1082,Male,41,29,22
1083,Male,47,104,26
1084,Male,27,58,53
1085,Male,30,62,55
1086,Male,51,126,24
1087,Female,25,15,63
1088,Male,59,36,21
1089,Male,47,63,42
1090,Male,22,101,81
1091,Male,24,75,38
1092,Female,22,37,92
1093,Female,28,44,83
1094,Male,36,118,32
1095,Female,38,87,91
1096,Female,50,30,26
1097,Male,39,109,71
1098,Female,63,31,32
1099,Male,24,54,77
1100,Female,27,105,78
1101,Female,57,26,17
1102,Male,30,61,55
1103,Female,31,58,52
1104,Female,21,60,42
1105,Male,51,82,51
1106,Male,47,26,12
1107,Male,41,116,75
1108,Female,26,30,66
1109,Female,18,47,61
1110,Male,41,29,17
1111,Male,29,63,31
1112,Male,28,113,56
1113,Male,39,86,68
1114,Male,50,116,25
1115,Female,70,118,47
1116,Male,59,122,25
1117,Female,34,27,12
1118,Female,25,39,15
1119,Male,42,97,80
1120,Male,56,37,29
1121,Male,39,67,25
1122,Male,32,62,40
1123,Male,18,75,64
1124,Female,28,69,82
1125,Female,21,37,53
1126,Female,54,90,7
1127,Male,41,30,31
1128,Female,51,118,19
1129,Male,45,111,89
1130,Female,36,97,67
1131,Female,30,36,80
1132,Female,48,116,37
1133,Male,33,24,43
1134,Female,33,94,73
1135,Female,28,23,71
1136,Male,44,47,22
1137,Male,29,60,37
1138,Male,56,105,35
1139,Female,64,118,21
1140,Male,54,112,38
1141,Female,42,84,60
1142,Male,42,59,69
1143,Female,25,23,82
1144,Female,38,111,36
1145,Female,35,129,89
1146,Female,32,47,35
1147,Female,18,45,100
1148,Male,26,49,81
1149,Female,35,53,60
1150,Female,33,68,44
1151,Male,26,28,74
1152,Male,32,54,31
1153,Male,22,30,46
1154,Female,24,55,69
1155,Male,23,42,66
1156,Female,36,54,80
1157,Female,38,23,5
1158,Female,23,35,66
1159,Male,31,95,91
1160,Female,42,16,19
1161,Female,37,54,39
1162,Male,60,30,1
1163,Female,45,86,82
1164,Male,28,35,69
1165,Male,49,31,13
1166,Female,30,79,41
1167,Female,44,62,64
1168,Female,52,119,29
1169,Male,38,46,14
1170,Female,22,89,89
1171,Male,30,54,58
1172,Male,32,59,59
1173,Female,26,45,71
1174,Male,35,93,77
1175,Male,18,30,82
1176,Female,70,119,25
1177,Male,24,44,63
1178,Female,45,27,25
1179,Male,27,23,66
1180,Female,37,102,29
1181,Male,25,53,43
1182,Female,44,90,68
1183,Female,27,56,82
1184,Male,33,64,31
1185,Female,55,31,8
1186,Female,26,60,76
1187,Female,26,48,72
1188,Male,47,39,29
1189,Male,36,88,76
1190,Female,36,31,72
1191,Male,45,15,5
1192,Male,41,95,33
1193,Female,43,101,78
1194,Male,29,49,60
1195,Female,46,35,12
1196,Female,32,78,38
1197,Female,37,63,80
1198,Female,47,60,45
1199,Female,26,43,78
1200,Male,44,21,29
1201,Female,20,38,85
1202,Female,51,27,16
1203,Female,62,19,19
1204,Female,46,91,85
1205,Female,49,128,35
1206,Male,18,32,71
1207,Female,29,41,82
1208,Male,41,113,16
1209,Male,18,90,66
1210,Female,33,55,35
1211,Female,61,96,17
1212,Female,64,108,25
1213,Male,58,36,19
1214,Male,18,47,91
1215,Female,27,53,75
1216,Male,39,84,92
1217,Male,38,37,18
1218,Male,20,45,89
1219,Male,20,43,93
1220,Male,28,90,83
1221,Female,28,56,61
1222,Female,23,28,13
1223,Male,49,112,19
1224,Female,36,66,48
1225,Male,51,103,11
1226,Male,26,30,70
1227,Male,36,93,78
1228,Female,33,90,71
1229,Male,34,60,69
1230,Female,43,106,34
1231,Male,28,36,60
1232,Male,27,78,81
1233,Male,39,120,73
1234,Female,37,36,31
1235,Male,29,59,86
1236,Male,34,95,75
1237,Male,37,64,76
1238,Male,47,113,36
1239,Male,31,69,46
1240,Male,43,27,12
1241,Male,42,67,48
1242,Female,22,41,65
1243,Male,25,47,93
1244,Male,28,82,39
