CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
311,Female,24,63,99
312,Male,42,95,13
313,Female,62,98,39
314,Male,21,119,15
315,Male,53,132,29
316,Female,23,100,29
317,Male,48,77,75
318,Male,36,118,32
319,Male,61,63,2
320,Female,56,85,47
321,Female,44,15,78
322,Male,27,137,84
323,Female,43,76,22
324,Female,36,46,75
325,Female,56,43,27
326,Female,20,63,67
327,Male,62,44,81
328,Male,30,33,56
329,Female,67,32,92
330,Female,45,15,93
331,Male,37,92,21
332,Male,45,129,47
333,Female,25,127,80
334,Male,58,128,59
335,Female,56,77,84
336,Female,18,146,6
337,Male,20,143,19
338,Male,30,22,57
339,Female,45,69,69
340,Female,66,117,3
341,Male,42,145,1
342,Female,50,46,58
343,Male,55,24,38
344,Female,23,124,15
345,Male,61,138,34
346,Male,62,101,61
347,Male,49,69,35
348,Female,62,46,64
349,Female,64,149,25
350,Male,38,107,24
351,Female,33,22,12
352,Male,38,79,18
353,Male,28,71,15
354,Female,54,81,80
355,Female,53,86,27
356,Male,52,68,72
357,Female,36,81,60
358,Female,37,65,46
359,Male,35,111,89
360,Male,64,106,17
361,Female,58,22,93
362,Male,66,49,53
363,Male,31,110,8
364,Female,32,102,79
365,Male,48,92,27
366,Male,18,46,46
367,Female,20,134,50
368,Female,33,60,71
369,Male,40,69,3
370,Male,28,21,93
371,Female,29,88,64
372,Female,27,21,44
373,Female,49,99,53
374,Female,33,126,24
375,Male,25,139,60
376,Female,55,50,3
377,Female,29,43,20
378,Male,41,96,46
379,Female,45,16,15
380,Male,25,143,25
381,Female,45,61,94
382,Female,53,25,78
383,Female,43,144,71
384,Male,25,133,17
385,Male,67,34,84
386,Female,45,19,100
387,Male,45,51,9
388,Male,54,67,38
389,Male,58,113,48
390,Male,53,100,60
391,Male,44,122,63
392,Male,34,38,86
393,Female,26,95,2
394,Female,50,134,88
395,Male,37,73,72
396,Female,30,142,11
397,Female,45,128,64
398,Female,65,129,77
399,Female,46,28,81
400,Male,30,23,72
401,Female,63,54,21
402,Female,52,39,18
403,Male,23,117,94
404,Male,35,36,64
405,Female,68,18,82
406,Female,22,43,95
407,Female,64,123,38
408,Female,42,112,32
409,Female,19,51,11
410,Female,27,89,45
411,Male,47,84,89
412,Female,67,142,33
413,Female,62,99,41
414,Male,22,56,8
415,Male,50,114,11
416,Male,18,55,86
417,Male,35,48,51
418,Female,49,31,88
419,Female,64,136,41
420,Female,66,90,17
421,Female,28,101,76
422,Female,38,131,46
423,Female,43,120,32
424,Male,42,100,79
425,Female,39,41,80
426,Male,44,71,54
427,Male,66,45,86
428,Female,30,148,92
429,Male,50,112,20
430,Female,51,26,33
431,Male,58,67,74
432,Female,52,136,40
433,Male,18,60,32
434,Female,38,78,97
435,Female,65,144,2
436,Female,23,68,97
437,Female,45,121,33
438,Female,34,65,77
439,Male,22,50,30
440,Male,48,129,33
441,Male,22,40,77
442,Female,55,43,26
443,Male,20,25,22
444,Female,40,54,66
445,Female,54,25,38
446,Male,54,127,90
447,Male,27,53,46
448,Female,27,68,15
449,Male,36,112,98
450,Female,34,69,44
451,Female,38,125,49
452,Female,31,83,75
453,Female,26,70,61
454,Female,63,47,67
455,Male,18,50,6
456,Male,68,95,9
457,Female,62,123,6
458,Female,30,87,73
459,Male,21,54,95
460,Male,18,31,32
461,Female,66,143,41
462,Male,57,75,76
463,Female,49,118,8
464,Male,51,56,72
465,Female,45,39,50
466,Male,48,53,92
467,Female,25,49,62
468,Male,56,145,84
469,Male,43,122,62
470,Female,51,116,7
471,Male,20,112,75
472,Female,67,26,84
473,Male,29,33,80
474,Female,18,115,4
475,Male,61,58,6
476,Female,22,63,58
477,Male,47,31,22
478,Female,47,88,26
479,Male,34,71,3
480,Female,65,69,41
481,Female,64,61,60
482,Female,40,26,14
483,Male,32,76,75
484,Female,54,94,82
485,Male,38,97,12
486,Female,31,22,87
487,Male,19,95,12
488,Female,28,132,13
489,Male,68,39,25
490,Male,56,103,45
491,Female,55,26,19
492,Male,51,73,55
493,Male,55,123,100
494,Female,67,40,45
495,Male,51,61,8
496,Male,35,46,93
497,Male,47,24,53
498,Female,32,30,55
499,Male,44,40,32
500,Female,68,100,51
